fid,id,@id,amenity,capacity,fee,hgv,motorcar,parking,@geometry,capacity_i,access,bicycle,fixme,network,operator,operator_w,operator_1,website,amperage,authentica,brand,covered,manufactur,source,voltage,wikimedia_,disused_am,name,surface,socket_typ,brand_wiki,opening_ho,motorcycle,payment_ap,maxstay,parking_sp,area,capacity_c,ref_enel_c,ref_enel_s,ref,payment_co,payment_cr,socket,socket_cha,socket_c_1,socket_t_1,socket_t_2,socket_t_3,socket_t_4,branch,short_name,start_date,check_date,parking_fe,capacity_d,orientatio,addr_city,addr_postc,addr_stree,contact_we,socket_tes,socket_t_5,socket_t_6,socket_t_7,descriptio,addr_count,brand_wi_1,not_operat,charging_s,addr_subur,addr_house,addr_provi,note,office,phone_IT,authenti_1,authenti_2,level,authenti_3,indoor,socket_t_8,panoramax,socket_sca,bus,scooter,socket_t_9,authenti_4,authenti_5,addr_str_1,name_de,name_it,payment_ca,payment__1,payment_me,payment_qr,fuel_elect,motor_vehi,wheelchair,authenti_6,car,website_en,disused,socket_t10,socket_t11,power,panoramax_,socket_sch,socket_s_1,truck,payment_rf,payment_sm,panorama_1,panorama_2,socket_rop,frequency,socket_dev,socket_t12,charging_1,position,note_it,contact_ph,socket_t13,protection,mapillary,survey_dat,payment_el,charge,socket_t14,outdoor,socket_t15,socket_t16,descript_1,man_made,service,socket_t17,service_bi,natural,ref_EU_EVS,source_dat,operator_2,socket_t18,socket_t19,authenti_7,authenti_8,socket_t20,socket_t21,socket_t22,comment,image,name_en,not_brand_,payment_mo,nohousenum,operator_t,power_supp,output,video,bollard,bicycle_pa,maxstay_co,network_wi,toilets_wh,panorama_3,panorama_4,socket_d_1,socket_s_2,socket_t23,closed,unsigned_r,network_we,addr,addr_descr,colour,location,service__1,vehicle,socket_ccs,survey_d_1,socket_t24,note_en,socket_bos,socket_shi,socket_yam,email,phone,socket_c_2,socket_c_3,alt_name,noname,payment__2,capacity_m,capacity_1,payment_pa,payment_sa,socket_d_2,service__2,operator_3,charging_2,moped,socket_s_3,operator_e,owner,owner_wiki,name_es,name_fr,photo,picture,payment_ac,ele,payment_am,payment_ch,payment__3,payment__4,payment_de,payment_di,payment__5,payment_ep,payment__6,payment_gi,payment_jc,payment_ma,payment__7,payment_no,payment_te,payment_un,payment_vi,payment__8,payment__9,app_apple,app_google,payment_10,payment_11,payment_en,wikipedia,url,payment_ph,socket_b_1,socket_unk,payment,Tipo Zona,Tipo Zona String
2761,node/12253941028,node/12253941028,charging_station,"1",yes,,yes,,,1,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
2762,node/12254004787,node/12254004787,charging_station,"4",,,yes,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
2763,node/12255362112,node/12255362112,charging_station,"1",yes,,yes,,,1,,,,,,,,https://www.gasgas.fun/,,,,no,,,,,,GasGas,,,,,yes,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,Coltivazioni complesse
2764,node/12259509866,node/12259509866,charging_station,"2",,,yes,,,2,,,,,Enel X Way,Q116116836,,,,,,,,,,"File:Colonnina ricarica Enel X Way,Via Guadalajara,Livorno,2024.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hypercharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
2765,node/12259525430,node/12259525430,charging_station,"2",,,yes,,,2,,,,,Enel X Way,Q116116836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juicepump 75trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
2766,node/12262904370,node/12262904370,charging_station,"1",,,,,,1,,,,,Enel X Way,Q116116836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,Estrazione mineraria
2767,node/12263147471,node/12263147471,charging_station,"1",,,,,,1,,,,,Enel X,Q5376815,,,,,Enel X,,,,,,,Enel X,,,Q5376815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
2768,node/12270799949,node/12270799949,charging_station,"1",yes,,yes,,,1,,,,,VM Carburanti,,,,,,,yes,,,,,,,,,,24/7,yes,,,,,,,,,,,,,,,,,,,,,,,,,Guardiagrele,,,,,,,,,,,,,Piano delle Fonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,Coltivazioni complesse
2769,node/12276907127,node/12276907127,charging_station,"2",,,,,,2,,,,,Be Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,Industriale/Commerciale
2770,node/12277392062,node/12277392062,charging_station,"2",yes,,yes,,,2,,,,,,,,,,,Enel,no,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
2771,node/12278141133,node/12278141133,charging_station,"1",,,yes,,,1,customers,,,,Officina Prefumo,Q5376815,,,,,Enel X,,,,,,,Enel X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
2772,node/12278524717,node/12278524717,charging_station,"1",yes,,yes,,,1,customers,,,,Al Granaio,,,https://ricaricaveicolo.it/chargestation/CNTS20120043,,,Green Blue,no,,local knowledge,,"File:Green Blue,Al Granaio.jpg",,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Terra arabile non irrigata
2773,node/12278525942,node/12278525942,charging_station,"2",no,,,,,2,customers,yes,,DINAclub,Al Granaio,Q674712,,https://www.repower.com/it/dina/,"16",yes,Repower,no,,local knowledge,"230","File:Repower,Al Granaio.jpg",,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Terra arabile non irrigata
2774,node/12278608101,node/12278608101,charging_station,"1",,,,,,1,,,,,,,,,,,,,,,,,,colonnina a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20161",Via Antonio Oroboni,,,,,,,,,,,,5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
2775,node/12278859001,node/12278859001,charging_station,"2",,,,,,2,,,,,,,,,,,,,,,,,,colonnina a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20161",Via Antonio Oroboni,,,,,,,,,,,,5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
2776,node/12279421597,node/12279421597,charging_station,"4",yes,,,,,4,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,Coltivazioni complesse
2777,node/12281849768,node/12281849768,charging_station,"1",,,,,,1,,,,,Enel X,Q5376815,,,,,Enel X,,,,,,,Enel X,,,Q5376815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
2778,node/12281946122,node/12281946122,charging_station,"2",,,,,,2,,,,,Be Charge,Q113289535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
2779,node/12282210457,node/12282210457,charging_station,"1",yes,,yes,,,1,,,,,Electrip,,,https://electripglobal.com,,,,,,,,,,,,,,Mo-Su 09:00-21:00,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180Kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Terra arabile non irrigata
2780,node/12282210458,node/12282210458,charging_station,"1",yes,,yes,,,1,,,,,Electrip,,,https://electripglobal.com,,,,,,,,,,,,,,Mo-Su 09:00-21:00,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180Kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Terra arabile non irrigata
2781,node/12282210459,node/12282210459,charging_station,"1",yes,,yes,,,1,,,,,Electrip,,,https://electripglobal.com,,,,,,,,,,,,,,Mo-Su 09:00-21:00,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180Kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Terra arabile non irrigata
2782,node/12282210460,node/12282210460,charging_station,"1",yes,,yes,,,1,,,,,Electrip,,,https://electripglobal.com,,,,,,,,,,,,,,Mo-Su 09:00-21:00,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180Kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Terra arabile non irrigata
2783,node/12282210461,node/12282210461,charging_station,"1",yes,,yes,,,1,,,,,Electrip,,,https://electripglobal.com,,,,,,,,,,,,,,Mo-Su 09:00-21:00,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180Kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Terra arabile non irrigata
2784,node/12282210462,node/12282210462,charging_station,"1",yes,,yes,,,1,,,,,Electrip,,,https://electripglobal.com,,,,,,,,,,,,,,Mo-Su 09:00-21:00,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180Kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Terra arabile non irrigata
2785,node/12282210463,node/12282210463,charging_station,"1",yes,,yes,,,1,,,,,Electrip,,,https://electripglobal.com,,,,,,,,,,,,,,Mo-Su 09:00-21:00,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180Kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Terra arabile non irrigata
2786,node/12282210464,node/12282210464,charging_station,"1",yes,,yes,,,1,,,,,Electrip,,,https://electripglobal.com,,,,,,,,,,,,,,Mo-Su 09:00-21:00,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180Kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Terra arabile non irrigata
2787,node/12282210465,node/12282210465,charging_station,"1",yes,,yes,,,1,,,,,Electrip,,,https://electripglobal.com,,,,,,,,,,,,,,Mo-Su 09:00-21:00,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180Kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Terra arabile non irrigata
2788,node/12282210466,node/12282210466,charging_station,"1",yes,,yes,,,1,,,,,Electrip,,,https://electripglobal.com,,,,,,,,,,,,,,Mo-Su 09:00-21:00,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180Kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Terra arabile non irrigata
2789,node/12282280002,node/12282280002,charging_station,"2",,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bicycles yes cars no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,Pascoli
2790,node/12282306873,node/12282306873,charging_station,"4",,,,,,4,,,,,,,,,,,,,,,,,,Plenitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l'echarge CVA energie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,Agricoltura e vegetazione
2791,node/12282669161,node/12282669161,charging_station,"1",,,,,,1,,,,,Enel X Way,Q116116836,,,,,Enel X,,,,,,,Enel X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,Coltivazioni complesse
2792,node/12285326129,node/12285326129,charging_station,"2",,,,,,2,yes,,,,,,,https://www.enerhub.it,,,,,,,,,,EnerHub,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,Industriale/Commerciale
2793,node/12285595925,node/12285595925,charging_station,"2",yes,,yes,,,2,yes,no,,,,,,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
2794,node/12287643464,node/12287643464,charging_station,"1",yes,,,,,1,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,Foresta latifoglie
2795,node/12287757206,node/12287757206,charging_station,"1",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,Agricoltura e vegetazione
2796,node/12288167515,node/12288167515,charging_station,"2",yes,,yes,,,2,,,,,Enel X,Q5376815,,,,,Enel X,no,,,,,,Enel X,,,Q5376815,,yes,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,Industriale/Commerciale
2797,node/12288538168,node/12288538168,charging_station,"2",,,,,,2,,,,,Enel X Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,Urbano continuo
2798,node/12288556669,node/12288556669,charging_station,"2",,,,,,2,,,,,Enel X Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,Urbano continuo
2799,node/12290096559,node/12290096559,charging_station,"2",yes,,,,,2,,,,,Be Charge,Q113289535,,,,,,,,,,,,Be Charge,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
2800,node/12290128196,node/12290128196,charging_station,"2",yes,,,,,2,,,,,Be Charge,Q113289535,,,,,,,,,,,,Be Charge,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
2801,node/12290734483,node/12290734483,charging_station,"1",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,Urbano continuo
2802,node/12290734484,node/12290734484,charging_station,"1",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,Urbano continuo
